bin,checkm2_completeness,checkm2_contamination,checkm2_genome_size,checkm2_contigs,checkm2_n50,checkm1_completeness,checkm1_contamination
1832,5.7,0.11,309595,2,171526,2.5316455696202533,0.0
1845,87.58,0.85,1748814,10,172731,86.04868913857678,0.7490636704119851
1880,82.1,88.65,5184990,35,158057,96.42857142857143,157.14285714285714
1912,25.73,26.01,2842877,22,158414,16.455696202531644,20.253164556962027
1917,28.96,13.07,1078323,8,136271,19.047619047619047,7.482993197278912
1951,15.47,1.47,680992,5,164334,11.11111111111111,1.1695906432748537
2007,9.03,0.34,480863,3,159718,6.634304207119741,1.941747572815534
2108,13.45,12.56,960516,7,154864,13.382899628252789,9.66542750929368
2112,86.65,0.89,2540859,19,132533,94.30379746835443,0.6329113924050633
2121,96.37,26.15,4206594,31,138256,94.29530201342281,29.19463087248322
2132,58.96,40.1,4000265,23,240827,49.317738791423,44.15204678362573
2234,100.0,57.64,4247839,24,199835,93.10344827586206,62.06896551724138
2299,99.82,55.59,4664562,26,172816,100.0,71.42857142857143
2307,94.76,0.65,3332933,11,370165,92.45283018867924,1.8867924528301887
2346,16.35,0.01,634912,3,352593,18.189102564102566,0.0
2381,87.7,39.41,2577428,21,134097,85.27131782945736,51.75710594315246
2533,40.2,22.87,2171223,13,188621,15.517241379310345,6.896551724137931
2564,81.32,4.28,3965241,26,139992,71.63841807909604,0.0
2594,8.15,2.62,1438938,4,556873,5.451713395638628,0.0
2613,0.45,4.37,2161983,15,131384,5.062305295950155,0.0
2691,78.74,0.11,2707232,23,126968,79.05824039653037,0.0
2733,80.04,0.52,4224319,19,255773,81.04089219330855,0.0
2766,45.76,0.02,1433645,13,104780,33.87096774193548,0.0
2792,22.05,1.82,898931,6,154933,19.047619047619047,3.401360544217687
2820,7.96,0.01,278809,2,155632,7.547169811320755,0.0
2839,6.72,0.0,228359,2,122490,3.3980582524271843,0.0
2878,60.57,19.65,1777301,13,132945,58.20848938826467,23.408239700374533
2885,35.17,0.0,654257,6,108488,29.43548387096774,0.0
2925,0.72,36.46,2425103,11,238477,14.556962025316455,62.65822784810127
3072,11.66,0.01,435151,4,114009,2.684563758389262,0.0
3143,33.98,12.13,2550085,16,203175,28.883495145631066,13.497842502696873
3361,59.48,0.18,1150952,10,115881,53.97727272727273,0.0
3525,78.07,54.97,6029708,43,159485,80.45112781954887,66.54135338345864
3577,78.63,0.01,3139675,23,147588,74.73118279569893,0.0
3638,14.83,21.5,1170934,10,112606,12.280701754385966,21.05263157894737
3682,22.5,43.37,2708612,18,192440,39.737991266375545,106.21750883759617
3752,74.0,13.09,1395901,12,121227,83.69565217391305,17.66304347826087
3764,29.88,32.49,2514764,16,163774,33.333333333333336,35.08771929824562
3811,61.09,0.15,2686451,22,119954,63.07692307692308,0.0
3876,84.35,0.38,2690917,12,391343,87.17391304347827,0.0
3895,49.34,27.78,3260199,19,158341,38.607594936708864,37.9746835443038
3903,85.78,35.68,4035138,33,119979,85.90604026845638,48.65771812080537
3911,11.47,0.0,284107,3,93417,6.292517006802721,0.0
3918,77.26,0.13,2732194,14,217454,79.69504830917874,0.24154589371980675
3938,6.08,0.6,315277,3,92891,5.379746835443038,0.01977848101265823
3946,15.4,3.86,975468,7,135678,10.037174721189592,5.5762081784386615
4011,64.48,38.65,3004402,20,216862,54.97076023391813,112.86549707602339
4050,29.12,29.73,1795901,13,152484,26.31578947368421,31.57894736842105
4095,82.38,0.03,3129519,21,161605,81.28654970760233,0.0
4098,84.21,0.19,2426682,12,206285,84.12162162162163,0.08445945945945946
4307,12.3,0.0,269781,3,85599,10.122699386503067,0.0
4359,20.26,35.1,3340205,18,222196,29.36802973977695,73.35811648079306
4413,85.96,0.06,2259657,15,146343,77.77777777777777,0.14619883040935672
4429,98.66,57.09,5381702,38,135323,94.82758620689656,62.06896551724138
4454,49.94,24.61,2956558,17,228533,33.82899628252788,35.92007434944238
4456,87.93,70.38,6086298,40,168476,94.23076923076923,115.78525641025642
4474,77.13,0.12,1992439,14,167196,73.8255033557047,0.0
4542,13.45,0.41,464002,3,308195,10.31099033816425,0.0
4637,9.48,0.25,329621,3,124773,1.5037593984962405,0.0
4789,80.4,0.05,2596005,19,138081,79.90566037735849,0.0
4871,21.33,5.7,1212545,11,111022,17.15210355987055,8.737864077669903
4921,29.93,3.39,1210681,8,186868,14.093959731543624,1.0067114093959733
